alphabet,m,word,D_ceil,L,min_g_loop
"{0,1,2,3}",7,3012330,5,2,-1
"{0,1,2,3}",7,3012331,5,2,-1
"{0,1,2,3}",7,3012332,5,2,-1
"{0,1,2,3}",7,3012333,5,2,-1
"{0,1,2,3}",7,3013000,9,7,-1
"{0,1,2,3}",7,3013001,8,6,-1
"{0,1,2,3}",7,3013002,7,5,-1
"{0,1,2,3}",7,3013003,7,5,-1
"{0,1,2,3}",7,3013010,8,6,-1
"{0,1,2,3}",7,3013011,7,5,-1
"{0,1,2,3}",7,3013012,6,4,-1
"{0,1,2,3}",7,3013013,6,4,-1
"{0,1,2,3}",7,3013020,7,5,-1
"{0,1,2,3}",7,3013021,6,4,-1
"{0,1,2,3}",7,3013022,6,3,-1
"{0,1,2,3}",7,3013023,6,3,-1
"{0,1,2,3}",7,3013030,6,4,-1
"{0,1,2,3}",7,3013031,6,3,-1
"{0,1,2,3}",7,3013032,5,3,-1
"{0,1,2,3}",7,3013033,5,3,-1
"{0,1,2,3}",7,3013100,8,6,-1
"{0,1,2,3}",7,3013101,7,5,-1
"{0,1,2,3}",7,3013102,6,4,-1
"{0,1,2,3}",7,3013103,6,4,-1
"{0,1,2,3}",7,3013110,7,5,-1
"{0,1,2,3}",7,3013111,6,4,-1
"{0,1,2,3}",7,3013112,5,3,-1
"{0,1,2,3}",7,3013113,5,3,-1
"{0,1,2,3}",7,3013120,6,4,-1
"{0,1,2,3}",7,3013121,5,3,-1
"{0,1,2,3}",7,3013122,5,2,-1
"{0,1,2,3}",7,3013123,5,2,-1
"{0,1,2,3}",7,3013130,5,3,-1
"{0,1,2,3}",7,3013131,5,2,-1
"{0,1,2,3}",7,3013132,5,2,-1
"{0,1,2,3}",7,3013133,5,2,-1
"{0,1,2,3}",7,3013200,7,5,-1
"{0,1,2,3}",7,3013201,6,4,-1
"{0,1,2,3}",7,3013202,5,3,-1
"{0,1,2,3}",7,3013203,5,3,-1
"{0,1,2,3}",7,3013210,6,4,-1
"{0,1,2,3}",7,3013211,5,3,-1
"{0,1,2,3}",7,3013212,5,2,-1
"{0,1,2,3}",7,3013213,5,2,-1
"{0,1,2,3}",7,3013220,5,3,-1
"{0,1,2,3}",7,3013221,5,2,-1
"{0,1,2,3}",7,3013222,5,2,-1
"{0,1,2,3}",7,3013223,5,2,-1
"{0,1,2,3}",7,3013230,5,2,-1
"{0,1,2,3}",7,3013231,5,2,-1
"{0,1,2,3}",7,3013232,5,2,-1
"{0,1,2,3}",7,3013233,5,2,-1
"{0,1,2,3}",7,3013300,6,4,-1
"{0,1,2,3}",7,3013301,5,3,-1
"{0,1,2,3}",7,3013302,5,2,-1
"{0,1,2,3}",7,3013303,5,2,-1
"{0,1,2,3}",7,3013310,5,3,-1
"{0,1,2,3}",7,3013311,5,2,-1
"{0,1,2,3}",7,3013312,5,2,-1
"{0,1,2,3}",7,3013313,5,2,-1
"{0,1,2,3}",7,3013320,5,2,-1
"{0,1,2,3}",7,3013321,5,2,-1
"{0,1,2,3}",7,3013322,5,2,-1
"{0,1,2,3}",7,3013323,5,2,-1
"{0,1,2,3}",7,3013330,5,2,-1
"{0,1,2,3}",7,3013331,5,2,-1
"{0,1,2,3}",7,3013332,5,2,-1
"{0,1,2,3}",7,3013333,5,2,-2
"{0,1,2,3}",7,3020000,11,9,-1
"{0,1,2,3}",7,3020001,10,8,-1
"{0,1,2,3}",7,3020002,9,7,-1
"{0,1,2,3}",7,3020003,9,7,-1
"{0,1,2,3}",7,3020010,10,8,-1
"{0,1,2,3}",7,3020011,9,7,-1
"{0,1,2,3}",7,3020012,8,6,-1
"{0,1,2,3}",7,3020013,8,6,-1
"{0,1,2,3}",7,3020020,9,7,-1
"{0,1,2,3}",7,3020021,8,6,-1
"{0,1,2,3}",7,3020022,8,5,-1
"{0,1,2,3}",7,3020023,8,5,-1
"{0,1,2,3}",7,3020030,8,6,-1
"{0,1,2,3}",7,3020031,8,5,-1
"{0,1,2,3}",7,3020032,7,5,-1
"{0,1,2,3}",7,3020033,7,5,-1
"{0,1,2,3}",7,3020100,10,8,-1
"{0,1,2,3}",7,3020101,9,7,-1
"{0,1,2,3}",7,3020102,8,6,-1
"{0,1,2,3}",7,3020103,8,6,-1
"{0,1,2,3}",7,3020110,9,7,-1
"{0,1,2,3}",7,3020111,8,6,-1
"{0,1,2,3}",7,3020112,7,5,-1
"{0,1,2,3}",7,3020113,7,5,-1
"{0,1,2,3}",7,3020120,8,6,-1
"{0,1,2,3}",7,3020121,7,5,-1
"{0,1,2,3}",7,3020122,7,4,-1
"{0,1,2,3}",7,3020123,7,4,-1
"{0,1,2,3}",7,3020130,7,5,-1
"{0,1,2,3}",7,3020131,7,4,-1
"{0,1,2,3}",7,3020132,6,4,-1
"{0,1,2,3}",7,3020133,6,4,-1
"{0,1,2,3}",7,3020200,9,7,-1
"{0,1,2,3}",7,3020201,8,6,-1
"{0,1,2,3}",7,3020202,7,5,-1
"{0,1,2,3}",7,3020203,7,5,-1
"{0,1,2,3}",7,3020210,8,6,-1
"{0,1,2,3}",7,3020211,7,5,-1
"{0,1,2,3}",7,3020212,6,4,-1
"{0,1,2,3}",7,3020213,6,4,-1
"{0,1,2,3}",7,3020220,7,5,-1
"{0,1,2,3}",7,3020221,6,4,-1
"{0,1,2,3}",7,3020222,6,3,-1
"{0,1,2,3}",7,3020223,6,3,-1
"{0,1,2,3}",7,3020230,6,4,-1
"{0,1,2,3}",7,3020231,6,3,-1
"{0,1,2,3}",7,3020232,5,3,-1
"{0,1,2,3}",7,3020233,5,3,-1
"{0,1,2,3}",7,3020300,8,6,-1
"{0,1,2,3}",7,3020301,7,5,-1
"{0,1,2,3}",7,3020302,6,4,-1
"{0,1,2,3}",7,3020303,6,4,-1
"{0,1,2,3}",7,3020310,7,5,-1
"{0,1,2,3}",7,3020311,6,4,-1
"{0,1,2,3}",7,3020312,5,3,-1
"{0,1,2,3}",7,3020313,5,3,-1
"{0,1,2,3}",7,3020320,6,4,-1
"{0,1,2,3}",7,3020321,5,3,-1
"{0,1,2,3}",7,3020322,5,3,-1
"{0,1,2,3}",7,3020323,5,3,-1
"{0,1,2,3}",7,3020330,5,3,-1
"{0,1,2,3}",7,3020331,5,3,-1
"{0,1,2,3}",7,3020332,5,3,-1
"{0,1,2,3}",7,3020333,5,3,-1
"{0,1,2,3}",7,3021000,10,8,-1
"{0,1,2,3}",7,3021001,9,7,-1
"{0,1,2,3}",7,3021002,8,6,-1
"{0,1,2,3}",7,3021003,8,6,-1
"{0,1,2,3}",7,3021010,9,7,-1
"{0,1,2,3}",7,3021011,8,6,-1
"{0,1,2,3}",7,3021012,7,5,-1
"{0,1,2,3}",7,3021013,7,5,-1
"{0,1,2,3}",7,3021020,8,6,-1
"{0,1,2,3}",7,3021021,7,5,-1
"{0,1,2,3}",7,3021022,7,4,-1
"{0,1,2,3}",7,3021023,7,4,-1
"{0,1,2,3}",7,3021030,7,5,-1
"{0,1,2,3}",7,3021031,7,4,-1
"{0,1,2,3}",7,3021032,6,4,-1
"{0,1,2,3}",7,3021033,6,4,-1
"{0,1,2,3}",7,3021100,9,7,-1
"{0,1,2,3}",7,3021101,8,6,-1
"{0,1,2,3}",7,3021102,7,5,-1
"{0,1,2,3}",7,3021103,7,5,-1
"{0,1,2,3}",7,3021110,8,6,-1
"{0,1,2,3}",7,3021111,7,5,-1
"{0,1,2,3}",7,3021112,6,4,-1
"{0,1,2,3}",7,3021113,6,4,-1
"{0,1,2,3}",7,3021120,7,5,-1
"{0,1,2,3}",7,3021121,6,4,-1
"{0,1,2,3}",7,3021122,6,3,-1
"{0,1,2,3}",7,3021123,6,3,-1
"{0,1,2,3}",7,3021130,6,4,-1
"{0,1,2,3}",7,3021131,6,3,-1
"{0,1,2,3}",7,3021132,5,3,-1
"{0,1,2,3}",7,3021133,5,3,-1
"{0,1,2,3}",7,3021200,8,6,-1
"{0,1,2,3}",7,3021201,7,5,-1
"{0,1,2,3}",7,3021202,6,4,-1
"{0,1,2,3}",7,3021203,6,4,-1
"{0,1,2,3}",7,3021210,7,5,-1
"{0,1,2,3}",7,3021211,6,4,-1
"{0,1,2,3}",7,3021212,5,3,-1
"{0,1,2,3}",7,3021213,5,3,-1
"{0,1,2,3}",7,3021220,6,4,-1
"{0,1,2,3}",7,3021221,5,3,-1
"{0,1,2,3}",7,3021222,5,2,-1
"{0,1,2,3}",7,3021223,5,2,-1
"{0,1,2,3}",7,3021230,5,3,-1
"{0,1,2,3}",7,3021231,5,2,-1
"{0,1,2,3}",7,3021232,4,2,-1
"{0,1,2,3}",7,3021233,4,2,-1
"{0,1,2,3}",7,3021300,7,5,-1
"{0,1,2,3}",7,3021301,6,4,-1
"{0,1,2,3}",7,3021302,5,3,-1
"{0,1,2,3}",7,3021303,5,3,-1
"{0,1,2,3}",7,3021310,6,4,-1
"{0,1,2,3}",7,3021311,5,3,-1
"{0,1,2,3}",7,3021312,4,2,-1
"{0,1,2,3}",7,3021313,4,2,-1
"{0,1,2,3}",7,3021320,5,3,-1
"{0,1,2,3}",7,3021321,4,2,-1
"{0,1,2,3}",7,3021322,4,2,-1
"{0,1,2,3}",7,3021323,4,2,-1
"{0,1,2,3}",7,3021330,4,2,-1
"{0,1,2,3}",7,3021331,4,2,-1
"{0,1,2,3}",7,3021332,4,2,-1
"{0,1,2,3}",7,3021333,4,2,-1
"{0,1,2,3}",7,3022000,9,7,-1
"{0,1,2,3}",7,3022001,8,6,-1
"{0,1,2,3}",7,3022002,7,5,-1
"{0,1,2,3}",7,3022003,7,5,-1
"{0,1,2,3}",7,3022010,8,6,-1
"{0,1,2,3}",7,3022011,7,5,-1
"{0,1,2,3}",7,3022012,6,4,-1
"{0,1,2,3}",7,3022013,6,4,-1
"{0,1,2,3}",7,3022020,7,5,-1
"{0,1,2,3}",7,3022021,6,4,-1
"{0,1,2,3}",7,3022022,6,3,-1
"{0,1,2,3}",7,3022023,6,3,-1
"{0,1,2,3}",7,3022030,6,4,-1
"{0,1,2,3}",7,3022031,6,3,-1
"{0,1,2,3}",7,3022032,5,3,-1
"{0,1,2,3}",7,3022033,5,3,-1
"{0,1,2,3}",7,3022100,8,6,-1
"{0,1,2,3}",7,3022101,7,5,-1
"{0,1,2,3}",7,3022102,6,4,-1
"{0,1,2,3}",7,3022103,6,4,-1
"{0,1,2,3}",7,3022110,7,5,-1
"{0,1,2,3}",7,3022111,6,4,-1
"{0,1,2,3}",7,3022112,5,3,-1
"{0,1,2,3}",7,3022113,5,3,-1
"{0,1,2,3}",7,3022120,6,4,-1
"{0,1,2,3}",7,3022121,5,3,-1
"{0,1,2,3}",7,3022122,5,2,-1
"{0,1,2,3}",7,3022123,5,2,-1
"{0,1,2,3}",7,3022130,5,3,-1
"{0,1,2,3}",7,3022131,5,2,-1
"{0,1,2,3}",7,3022132,4,2,-1
"{0,1,2,3}",7,3022133,4,2,-1
"{0,1,2,3}",7,3022200,7,5,-1
"{0,1,2,3}",7,3022201,6,4,-1
"{0,1,2,3}",7,3022202,5,3,-1
"{0,1,2,3}",7,3022203,5,3,-1
"{0,1,2,3}",7,3022210,6,4,-1
"{0,1,2,3}",7,3022211,5,3,-1
"{0,1,2,3}",7,3022212,4,2,-1
"{0,1,2,3}",7,3022213,4,2,-1
"{0,1,2,3}",7,3022220,5,3,-1
"{0,1,2,3}",7,3022221,4,2,-1
"{0,1,2,3}",7,3022222,4,1,-1
"{0,1,2,3}",7,3022223,4,1,-1
"{0,1,2,3}",7,3022230,4,2,-1
"{0,1,2,3}",7,3022231,4,1,-1
"{0,1,2,3}",7,3022232,4,1,-1
"{0,1,2,3}",7,3022233,4,1,-1
"{0,1,2,3}",7,3022300,6,4,-1
"{0,1,2,3}",7,3022301,5,3,-1
"{0,1,2,3}",7,3022302,4,2,-1
"{0,1,2,3}",7,3022303,4,2,-1
"{0,1,2,3}",7,3022310,5,3,-1
"{0,1,2,3}",7,3022311,4,2,-1
"{0,1,2,3}",7,3022312,4,1,-1
"{0,1,2,3}",7,3022313,4,1,-1
"{0,1,2,3}",7,3022320,4,2,-1
"{0,1,2,3}",7,3022321,4,1,-1
"{0,1,2,3}",7,3022322,4,1,-1
"{0,1,2,3}",7,3022323,4,1,-1
"{0,1,2,3}",7,3022330,4,1,-1
"{0,1,2,3}",7,3022331,4,1,-1
"{0,1,2,3}",7,3022332,4,1,-1
"{0,1,2,3}",7,3022333,4,1,-2
"{0,1,2,3}",7,3023000,8,6,-1
"{0,1,2,3}",7,3023001,7,5,-1
"{0,1,2,3}",7,3023002,6,4,-1
"{0,1,2,3}",7,3023003,6,4,-1
"{0,1,2,3}",7,3023010,7,5,-1
"{0,1,2,3}",7,3023011,6,4,-1
"{0,1,2,3}",7,3023012,5,3,-1
"{0,1,2,3}",7,3023013,5,3,-1
"{0,1,2,3}",7,3023020,6,4,-1
"{0,1,2,3}",7,3023021,5,3,-1
"{0,1,2,3}",7,3023022,5,2,-1
"{0,1,2,3}",7,3023023,5,2,-1
"{0,1,2,3}",7,3023030,5,3,-1
"{0,1,2,3}",7,3023031,5,2,-1
"{0,1,2,3}",7,3023032,4,2,-1
"{0,1,2,3}",7,3023033,4,2,-1
"{0,1,2,3}",7,3023100,7,5,-1
"{0,1,2,3}",7,3023101,6,4,-1
"{0,1,2,3}",7,3023102,5,3,-1
"{0,1,2,3}",7,3023103,5,3,-1
"{0,1,2,3}",7,3023110,6,4,-1
"{0,1,2,3}",7,3023111,5,3,-1
"{0,1,2,3}",7,3023112,4,2,-1
"{0,1,2,3}",7,3023113,4,2,-1
"{0,1,2,3}",7,3023120,5,3,-1
"{0,1,2,3}",7,3023121,4,2,-1
"{0,1,2,3}",7,3023122,4,1,-1
"{0,1,2,3}",7,3023123,4,1,-1
"{0,1,2,3}",7,3023130,4,2,-1
"{0,1,2,3}",7,3023131,4,1,-1
"{0,1,2,3}",7,3023132,4,1,-1
"{0,1,2,3}",7,3023133,4,1,-1
"{0,1,2,3}",7,3023200,6,4,-1
"{0,1,2,3}",7,3023201,5,3,-1
"{0,1,2,3}",7,3023202,4,2,-1
"{0,1,2,3}",7,3023203,4,2,-1
"{0,1,2,3}",7,3023210,5,3,-1
"{0,1,2,3}",7,3023211,4,2,-1
"{0,1,2,3}",7,3023212,4,1,-1
"{0,1,2,3}",7,3023213,4,1,-1
"{0,1,2,3}",7,3023220,4,2,-1
"{0,1,2,3}",7,3023221,4,1,-1
"{0,1,2,3}",7,3023222,4,1,-1
"{0,1,2,3}",7,3023223,4,1,-1
"{0,1,2,3}",7,3023230,4,1,-1
"{0,1,2,3}",7,3023231,4,1,-1
"{0,1,2,3}",7,3023232,4,1,-1
"{0,1,2,3}",7,3023233,4,1,-2
"{0,1,2,3}",7,3023300,5,3,-1
"{0,1,2,3}",7,3023301,4,2,-1
"{0,1,2,3}",7,3023302,4,1,-1
"{0,1,2,3}",7,3023303,4,1,-1
"{0,1,2,3}",7,3023310,4,2,-1
"{0,1,2,3}",7,3023311,4,1,-1
"{0,1,2,3}",7,3023312,4,1,-1
"{0,1,2,3}",7,3023313,4,1,-1
"{0,1,2,3}",7,3023320,4,1,-1
"{0,1,2,3}",7,3023321,4,1,-1
"{0,1,2,3}",7,3023322,4,1,-1
"{0,1,2,3}",7,3023323,4,1,-2
"{0,1,2,3}",7,3023330,4,1,-2
"{0,1,2,3}",7,3023331,4,1,-2
"{0,1,2,3}",7,3023332,4,1,-2
"{0,1,2,3}",7,3023333,4,1,-3
"{0,1,2,3}",7,3030000,10,8,-1
"{0,1,2,3}",7,3030001,9,7,-1
"{0,1,2,3}",7,3030002,8,6,-1
"{0,1,2,3}",7,3030003,8,6,-1
"{0,1,2,3}",7,3030010,9,7,-1
"{0,1,2,3}",7,3030011,8,6,-1
"{0,1,2,3}",7,3030012,7,5,-1
"{0,1,2,3}",7,3030013,7,5,-1
"{0,1,2,3}",7,3030020,8,6,-1
"{0,1,2,3}",7,3030021,7,5,-1
"{0,1,2,3}",7,3030022,7,4,-1
"{0,1,2,3}",7,3030023,7,4,-1
"{0,1,2,3}",7,3030030,7,5,-1
"{0,1,2,3}",7,3030031,7,4,-1
"{0,1,2,3}",7,3030032,6,4,-1
"{0,1,2,3}",7,3030033,6,4,-1
"{0,1,2,3}",7,3030100,9,7,-1
"{0,1,2,3}",7,3030101,8,6,-1
"{0,1,2,3}",7,3030102,7,5,-1
"{0,1,2,3}",7,3030103,7,5,-1
"{0,1,2,3}",7,3030110,8,6,-1
"{0,1,2,3}",7,3030111,7,5,-1
"{0,1,2,3}",7,3030112,6,4,-1
"{0,1,2,3}",7,3030113,6,4,-1
"{0,1,2,3}",7,3030120,7,5,-1
"{0,1,2,3}",7,3030121,6,4,-1
"{0,1,2,3}",7,3030122,6,3,-1
"{0,1,2,3}",7,3030123,6,3,-1
"{0,1,2,3}",7,3030130,6,4,-1
"{0,1,2,3}",7,3030131,6,3,-1
"{0,1,2,3}",7,3030132,5,3,-1
"{0,1,2,3}",7,3030133,5,3,-1
"{0,1,2,3}",7,3030200,8,6,-1
"{0,1,2,3}",7,3030201,7,5,-1
"{0,1,2,3}",7,3030202,6,4,-1
"{0,1,2,3}",7,3030203,6,4,-1
"{0,1,2,3}",7,3030210,7,5,-1
"{0,1,2,3}",7,3030211,6,4,-1
"{0,1,2,3}",7,3030212,5,3,-1
"{0,1,2,3}",7,3030213,5,3,-1
"{0,1,2,3}",7,3030220,6,4,-1
"{0,1,2,3}",7,3030221,5,3,-1
"{0,1,2,3}",7,3030222,5,2,-1
"{0,1,2,3}",7,3030223,5,2,-1
"{0,1,2,3}",7,3030230,5,3,-1
"{0,1,2,3}",7,3030231,5,2,-1
"{0,1,2,3}",7,3030232,4,2,-1
"{0,1,2,3}",7,3030233,4,2,-1
"{0,1,2,3}",7,3030300,7,5,-1
"{0,1,2,3}",7,3030301,6,4,-1
"{0,1,2,3}",7,3030302,5,3,-1
"{0,1,2,3}",7,3030303,5,3,-1
"{0,1,2,3}",7,3030310,6,4,-1
"{0,1,2,3}",7,3030311,5,3,-1
"{0,1,2,3}",7,3030312,4,2,-1
"{0,1,2,3}",7,3030313,4,2,-1
"{0,1,2,3}",7,3030320,5,3,-1
"{0,1,2,3}",7,3030321,4,2,-1
"{0,1,2,3}",7,3030322,4,2,-1
"{0,1,2,3}",7,3030323,4,2,-1
"{0,1,2,3}",7,3030330,4,2,-1
"{0,1,2,3}",7,3030331,4,2,-1
"{0,1,2,3}",7,3030332,4,2,-1
"{0,1,2,3}",7,3030333,4,2,-1
"{0,1,2,3}",7,3031000,9,7,-1
"{0,1,2,3}",7,3031001,8,6,-1
"{0,1,2,3}",7,3031002,7,5,-1
"{0,1,2,3}",7,3031003,7,5,-1
"{0,1,2,3}",7,3031010,8,6,-1
"{0,1,2,3}",7,3031011,7,5,-1
"{0,1,2,3}",7,3031012,6,4,-1
"{0,1,2,3}",7,3031013,6,4,-1
"{0,1,2,3}",7,3031020,7,5,-1
"{0,1,2,3}",7,3031021,6,4,-1
"{0,1,2,3}",7,3031022,6,3,-1
"{0,1,2,3}",7,3031023,6,3,-1
"{0,1,2,3}",7,3031030,6,4,-1
"{0,1,2,3}",7,3031031,6,3,-1
"{0,1,2,3}",7,3031032,5,3,-1
"{0,1,2,3}",7,3031033,5,3,-1
"{0,1,2,3}",7,3031100,8,6,-1
"{0,1,2,3}",7,3031101,7,5,-1
"{0,1,2,3}",7,3031102,6,4,-1
"{0,1,2,3}",7,3031103,6,4,-1
"{0,1,2,3}",7,3031110,7,5,-1
"{0,1,2,3}",7,3031111,6,4,-1
"{0,1,2,3}",7,3031112,5,3,-1
"{0,1,2,3}",7,3031113,5,3,-1
"{0,1,2,3}",7,3031120,6,4,-1
"{0,1,2,3}",7,3031121,5,3,-1
"{0,1,2,3}",7,3031122,5,2,-1
"{0,1,2,3}",7,3031123,5,2,-1
"{0,1,2,3}",7,3031130,5,3,-1
"{0,1,2,3}",7,3031131,5,2,-1
"{0,1,2,3}",7,3031132,4,2,-1
"{0,1,2,3}",7,3031133,4,2,-1
"{0,1,2,3}",7,3031200,7,5,-1
"{0,1,2,3}",7,3031201,6,4,-1
"{0,1,2,3}",7,3031202,5,3,-1
"{0,1,2,3}",7,3031203,5,3,-1
"{0,1,2,3}",7,3031210,6,4,-1
"{0,1,2,3}",7,3031211,5,3,-1
"{0,1,2,3}",7,3031212,4,2,-1
"{0,1,2,3}",7,3031213,4,2,-1
"{0,1,2,3}",7,3031220,5,3,-1
"{0,1,2,3}",7,3031221,4,2,-1
"{0,1,2,3}",7,3031222,4,1,-1
"{0,1,2,3}",7,3031223,4,1,-1
"{0,1,2,3}",7,3031230,4,2,-1
"{0,1,2,3}",7,3031231,4,1,-1
"{0,1,2,3}",7,3031232,4,1,-1
"{0,1,2,3}",7,3031233,4,1,-1
"{0,1,2,3}",7,3031300,6,4,-1
"{0,1,2,3}",7,3031301,5,3,-1
"{0,1,2,3}",7,3031302,4,2,-1
"{0,1,2,3}",7,3031303,4,2,-1
"{0,1,2,3}",7,3031310,5,3,-1
"{0,1,2,3}",7,3031311,4,2,-1
"{0,1,2,3}",7,3031312,4,1,-1
"{0,1,2,3}",7,3031313,4,1,-1
"{0,1,2,3}",7,3031320,4,2,-1
"{0,1,2,3}",7,3031321,4,1,-1
"{0,1,2,3}",7,3031322,4,1,-1
"{0,1,2,3}",7,3031323,4,1,-1
"{0,1,2,3}",7,3031330,4,1,-1
"{0,1,2,3}",7,3031331,4,1,-1
"{0,1,2,3}",7,3031332,4,1,-1
"{0,1,2,3}",7,3031333,4,1,-2
"{0,1,2,3}",7,3032000,8,6,-1
"{0,1,2,3}",7,3032001,7,5,-1
"{0,1,2,3}",7,3032002,6,4,-1
"{0,1,2,3}",7,3032003,6,4,-1
"{0,1,2,3}",7,3032010,7,5,-1
"{0,1,2,3}",7,3032011,6,4,-1
"{0,1,2,3}",7,3032012,5,3,-1
"{0,1,2,3}",7,3032013,5,3,-1
"{0,1,2,3}",7,3032020,6,4,-1
"{0,1,2,3}",7,3032021,5,3,-1
"{0,1,2,3}",7,3032022,5,2,-1
"{0,1,2,3}",7,3032023,5,2,-1
"{0,1,2,3}",7,3032030,5,3,-1
"{0,1,2,3}",7,3032031,5,2,-1
"{0,1,2,3}",7,3032032,4,2,-1
"{0,1,2,3}",7,3032033,4,2,-1
"{0,1,2,3}",7,3032100,7,5,-1
"{0,1,2,3}",7,3032101,6,4,-1
"{0,1,2,3}",7,3032102,5,3,-1
"{0,1,2,3}",7,3032103,5,3,-1
"{0,1,2,3}",7,3032110,6,4,-1
"{0,1,2,3}",7,3032111,5,3,-1
"{0,1,2,3}",7,3032112,4,2,-1
"{0,1,2,3}",7,3032113,4,2,-1
"{0,1,2,3}",7,3032120,5,3,-1
"{0,1,2,3}",7,3032121,4,2,-1
"{0,1,2,3}",7,3032122,4,1,-1
"{0,1,2,3}",7,3032123,4,1,-1
"{0,1,2,3}",7,3032130,4,2,-1
"{0,1,2,3}",7,3032131,4,1,-1
"{0,1,2,3}",7,3032132,4,1,-1
"{0,1,2,3}",7,3032133,4,1,-1
"{0,1,2,3}",7,3032200,6,4,-1
"{0,1,2,3}",7,3032201,5,3,-1
"{0,1,2,3}",7,3032202,4,2,-1
"{0,1,2,3}",7,3032203,4,2,-1
"{0,1,2,3}",7,3032210,5,3,-1
"{0,1,2,3}",7,3032211,4,2,-1
"{0,1,2,3}",7,3032212,4,1,-1
"{0,1,2,3}",7,3032213,4,1,-1
"{0,1,2,3}",7,3032220,4,2,-1
"{0,1,2,3}",7,3032221,4,1,-1
"{0,1,2,3}",7,3032222,4,1,-1
"{0,1,2,3}",7,3032223,4,1,-1
"{0,1,2,3}",7,3032230,4,1,-1
"{0,1,2,3}",7,3032231,4,1,-1
"{0,1,2,3}",7,3032232,4,1,-1
"{0,1,2,3}",7,3032233,4,1,-2
"{0,1,2,3}",7,3032300,5,3,-1
"{0,1,2,3}",7,3032301,4,2,-1
"{0,1,2,3}",7,3032302,4,1,-1
"{0,1,2,3}",7,3032303,4,1,-1
"{0,1,2,3}",7,3032310,4,2,-1
"{0,1,2,3}",7,3032311,4,1,-1
"{0,1,2,3}",7,3032312,4,1,-1
"{0,1,2,3}",7,3032313,4,1,-1
"{0,1,2,3}",7,3032320,4,1,-1
"{0,1,2,3}",7,3032321,4,1,-1
"{0,1,2,3}",7,3032322,4,1,-1
"{0,1,2,3}",7,3032323,4,1,-2
"{0,1,2,3}",7,3032330,4,1,-2
"{0,1,2,3}",7,3032331,4,1,-2
"{0,1,2,3}",7,3032332,4,1,-2
"{0,1,2,3}",7,3032333,4,1,-3
"{0,1,2,3}",7,3033000,7,5,-1
"{0,1,2,3}",7,3033001,6,4,-1
"{0,1,2,3}",7,3033002,5,3,-1
"{0,1,2,3}",7,3033003,5,3,-1
"{0,1,2,3}",7,3033010,6,4,-1
"{0,1,2,3}",7,3033011,5,3,-1
"{0,1,2,3}",7,3033012,4,2,-1
"{0,1,2,3}",7,3033013,4,2,-1
"{0,1,2,3}",7,3033020,5,3,-1
"{0,1,2,3}",7,3033021,4,2,-1
"{0,1,2,3}",7,3033022,4,1,-1
"{0,1,2,3}",7,3033023,4,1,-1
"{0,1,2,3}",7,3033030,4,2,-1
"{0,1,2,3}",7,3033031,4,1,-1
"{0,1,2,3}",7,3033032,4,1,-1
"{0,1,2,3}",7,3033033,4,1,-1
"{0,1,2,3}",7,3033100,6,4,-1
"{0,1,2,3}",7,3033101,5,3,-1
"{0,1,2,3}",7,3033102,4,2,-1
"{0,1,2,3}",7,3033103,4,2,-1
"{0,1,2,3}",7,3033110,5,3,-1
"{0,1,2,3}",7,3033111,4,2,-1
"{0,1,2,3}",7,3033112,4,1,-1
"{0,1,2,3}",7,3033113,4,1,-1
"{0,1,2,3}",7,3033120,4,2,-1
"{0,1,2,3}",7,3033121,4,1,-1
"{0,1,2,3}",7,3033122,4,1,-1
"{0,1,2,3}",7,3033123,4,1,-1
"{0,1,2,3}",7,3033130,4,1,-1
"{0,1,2,3}",7,3033131,4,1,-1
"{0,1,2,3}",7,3033132,4,1,-1
"{0,1,2,3}",7,3033133,4,1,-2
"{0,1,2,3}",7,3033200,5,3,-1
"{0,1,2,3}",7,3033201,4,2,-1
"{0,1,2,3}",7,3033202,4,1,-1
"{0,1,2,3}",7,3033203,4,1,-1
"{0,1,2,3}",7,3033210,4,2,-1
"{0,1,2,3}",7,3033211,4,1,-1
"{0,1,2,3}",7,3033212,4,1,-1
"{0,1,2,3}",7,3033213,4,1,-1
"{0,1,2,3}",7,3033220,4,1,-1
"{0,1,2,3}",7,3033221,4,1,-1
"{0,1,2,3}",7,3033222,4,1,-1
"{0,1,2,3}",7,3033223,4,1,-2
"{0,1,2,3}",7,3033230,4,1,-2
"{0,1,2,3}",7,3033231,4,1,-2
"{0,1,2,3}",7,3033232,4,1,-2
"{0,1,2,3}",7,3033233,4,1,-3
"{0,1,2,3}",7,3033300,4,2,-2
"{0,1,2,3}",7,3033301,4,1,-2
"{0,1,2,3}",7,3033302,4,1,-2
"{0,1,2,3}",7,3033303,4,1,-2
"{0,1,2,3}",7,3033310,4,1,-2
"{0,1,2,3}",7,3033311,4,1,-2
"{0,1,2,3}",7,3033312,4,1,-2
"{0,1,2,3}",7,3033313,4,1,-2
"{0,1,2,3}",7,3033320,4,1,-2
"{0,1,2,3}",7,3033321,4,1,-2
"{0,1,2,3}",7,3033322,4,1,-2
"{0,1,2,3}",7,3033323,4,1,-3
"{0,1,2,3}",7,3033330,4,1,-3
"{0,1,2,3}",7,3033331,4,1,-3
"{0,1,2,3}",7,3033332,4,1,-3
"{0,1,2,3}",7,3033333,4,1,-4
"{0,1,2,3}",7,3100000,12,10,-1
"{0,1,2,3}",7,3100001,11,9,-1
