alphabet,m,word,D_ceil,L,min_g_loop
"{0,1,2,3}",7,3210100,9,7,-1
"{0,1,2,3}",7,3210101,8,6,-1
"{0,1,2,3}",7,3210102,7,5,-1
"{0,1,2,3}",7,3210103,7,5,-1
"{0,1,2,3}",7,3210110,8,6,-1
"{0,1,2,3}",7,3210111,7,5,-1
"{0,1,2,3}",7,3210112,6,4,-1
"{0,1,2,3}",7,3210113,6,4,-1
"{0,1,2,3}",7,3210120,7,5,-1
"{0,1,2,3}",7,3210121,6,4,-1
"{0,1,2,3}",7,3210122,6,3,-1
"{0,1,2,3}",7,3210123,6,3,-1
"{0,1,2,3}",7,3210130,6,4,-1
"{0,1,2,3}",7,3210131,6,3,-1
"{0,1,2,3}",7,3210132,5,3,-1
"{0,1,2,3}",7,3210133,5,3,-1
"{0,1,2,3}",7,3210200,8,6,-1
"{0,1,2,3}",7,3210201,7,5,-1
"{0,1,2,3}",7,3210202,6,4,-1
"{0,1,2,3}",7,3210203,6,4,-1
"{0,1,2,3}",7,3210210,7,5,-1
"{0,1,2,3}",7,3210211,6,4,-1
"{0,1,2,3}",7,3210212,5,3,-1
"{0,1,2,3}",7,3210213,5,3,-1
"{0,1,2,3}",7,3210220,6,4,-1
"{0,1,2,3}",7,3210221,5,3,-1
"{0,1,2,3}",7,3210222,5,2,-1
"{0,1,2,3}",7,3210223,5,2,-1
"{0,1,2,3}",7,3210230,5,3,-1
"{0,1,2,3}",7,3210231,5,2,-1
"{0,1,2,3}",7,3210232,4,2,-1
"{0,1,2,3}",7,3210233,4,2,-1
"{0,1,2,3}",7,3210300,7,5,-1
"{0,1,2,3}",7,3210301,6,4,-1
"{0,1,2,3}",7,3210302,5,3,-1
"{0,1,2,3}",7,3210303,5,3,-1
"{0,1,2,3}",7,3210310,6,4,-1
"{0,1,2,3}",7,3210311,5,3,-1
"{0,1,2,3}",7,3210312,4,2,-1
"{0,1,2,3}",7,3210313,4,2,-1
"{0,1,2,3}",7,3210320,5,3,-1
"{0,1,2,3}",7,3210321,4,2,-1
"{0,1,2,3}",7,3210322,4,2,-1
"{0,1,2,3}",7,3210323,4,2,-1
"{0,1,2,3}",7,3210330,4,2,-1
"{0,1,2,3}",7,3210331,4,2,-1
"{0,1,2,3}",7,3210332,4,2,-1
"{0,1,2,3}",7,3210333,4,2,-1
"{0,1,2,3}",7,3211000,9,7,-1
"{0,1,2,3}",7,3211001,8,6,-1
"{0,1,2,3}",7,3211002,7,5,-1
"{0,1,2,3}",7,3211003,7,5,-1
"{0,1,2,3}",7,3211010,8,6,-1
"{0,1,2,3}",7,3211011,7,5,-1
"{0,1,2,3}",7,3211012,6,4,-1
"{0,1,2,3}",7,3211013,6,4,-1
"{0,1,2,3}",7,3211020,7,5,-1
"{0,1,2,3}",7,3211021,6,4,-1
"{0,1,2,3}",7,3211022,6,3,-1
"{0,1,2,3}",7,3211023,6,3,-1
"{0,1,2,3}",7,3211030,6,4,-1
"{0,1,2,3}",7,3211031,6,3,-1
"{0,1,2,3}",7,3211032,5,3,-1
"{0,1,2,3}",7,3211033,5,3,-1
"{0,1,2,3}",7,3211100,8,6,-1
"{0,1,2,3}",7,3211101,7,5,-1
"{0,1,2,3}",7,3211102,6,4,-1
"{0,1,2,3}",7,3211103,6,4,-1
"{0,1,2,3}",7,3211110,7,5,-1
"{0,1,2,3}",7,3211111,6,4,-1
"{0,1,2,3}",7,3211112,5,3,-1
"{0,1,2,3}",7,3211113,5,3,-1
"{0,1,2,3}",7,3211120,6,4,-1
"{0,1,2,3}",7,3211121,5,3,-1
"{0,1,2,3}",7,3211122,5,2,-1
"{0,1,2,3}",7,3211123,5,2,-1
"{0,1,2,3}",7,3211130,5,3,-1
"{0,1,2,3}",7,3211131,5,2,-1
"{0,1,2,3}",7,3211132,4,2,-1
"{0,1,2,3}",7,3211133,4,2,-1
"{0,1,2,3}",7,3211200,7,5,-1
"{0,1,2,3}",7,3211201,6,4,-1
"{0,1,2,3}",7,3211202,5,3,-1
"{0,1,2,3}",7,3211203,5,3,-1
"{0,1,2,3}",7,3211210,6,4,-1
"{0,1,2,3}",7,3211211,5,3,-1
"{0,1,2,3}",7,3211212,4,2,-1
"{0,1,2,3}",7,3211213,4,2,-1
"{0,1,2,3}",7,3211220,5,3,-1
"{0,1,2,3}",7,3211221,4,2,-1
"{0,1,2,3}",7,3211222,4,1,-1
"{0,1,2,3}",7,3211223,4,1,-1
"{0,1,2,3}",7,3211230,4,2,-1
"{0,1,2,3}",7,3211231,4,1,-1
"{0,1,2,3}",7,3211232,3,1,-1
"{0,1,2,3}",7,3211233,3,1,-1
"{0,1,2,3}",7,3211300,6,4,-1
"{0,1,2,3}",7,3211301,5,3,-1
"{0,1,2,3}",7,3211302,4,2,-1
"{0,1,2,3}",7,3211303,4,2,-1
"{0,1,2,3}",7,3211310,5,3,-1
"{0,1,2,3}",7,3211311,4,2,-1
"{0,1,2,3}",7,3211312,3,1,-1
"{0,1,2,3}",7,3211313,3,1,-1
"{0,1,2,3}",7,3211320,4,2,-1
"{0,1,2,3}",7,3211321,3,1,-1
"{0,1,2,3}",7,3211322,3,1,-1
"{0,1,2,3}",7,3211323,3,1,-1
"{0,1,2,3}",7,3211330,3,1,-1
"{0,1,2,3}",7,3211331,3,1,-1
"{0,1,2,3}",7,3211332,3,1,-1
"{0,1,2,3}",7,3211333,3,1,-2
"{0,1,2,3}",7,3212000,8,6,-1
"{0,1,2,3}",7,3212001,7,5,-1
"{0,1,2,3}",7,3212002,6,4,-1
"{0,1,2,3}",7,3212003,6,4,-1
"{0,1,2,3}",7,3212010,7,5,-1
"{0,1,2,3}",7,3212011,6,4,-1
"{0,1,2,3}",7,3212012,5,3,-1
"{0,1,2,3}",7,3212013,5,3,-1
"{0,1,2,3}",7,3212020,6,4,-1
"{0,1,2,3}",7,3212021,5,3,-1
"{0,1,2,3}",7,3212022,5,2,-1
"{0,1,2,3}",7,3212023,5,2,-1
"{0,1,2,3}",7,3212030,5,3,-1
"{0,1,2,3}",7,3212031,5,2,-1
"{0,1,2,3}",7,3212032,4,2,-1
"{0,1,2,3}",7,3212033,4,2,-1
"{0,1,2,3}",7,3212100,7,5,-1
"{0,1,2,3}",7,3212101,6,4,-1
"{0,1,2,3}",7,3212102,5,3,-1
"{0,1,2,3}",7,3212103,5,3,-1
"{0,1,2,3}",7,3212110,6,4,-1
"{0,1,2,3}",7,3212111,5,3,-1
"{0,1,2,3}",7,3212112,4,2,-1
"{0,1,2,3}",7,3212113,4,2,-1
"{0,1,2,3}",7,3212120,5,3,-1
"{0,1,2,3}",7,3212121,4,2,-1
"{0,1,2,3}",7,3212122,4,1,-1
"{0,1,2,3}",7,3212123,4,1,-1
"{0,1,2,3}",7,3212130,4,2,-1
"{0,1,2,3}",7,3212131,4,1,-1
"{0,1,2,3}",7,3212132,3,1,-1
"{0,1,2,3}",7,3212133,3,1,-1
"{0,1,2,3}",7,3212200,6,4,-1
"{0,1,2,3}",7,3212201,5,3,-1
"{0,1,2,3}",7,3212202,4,2,-1
"{0,1,2,3}",7,3212203,4,2,-1
"{0,1,2,3}",7,3212210,5,3,-1
"{0,1,2,3}",7,3212211,4,2,-1
"{0,1,2,3}",7,3212212,3,1,-1
"{0,1,2,3}",7,3212213,3,1,-1
"{0,1,2,3}",7,3212220,4,2,-1
"{0,1,2,3}",7,3212221,3,1,-1
"{0,1,2,3}",7,3212222,3,0,-1
"{0,1,2,3}",7,3212223,3,0,-1
"{0,1,2,3}",7,3212230,3,1,-1
"{0,1,2,3}",7,3212231,3,0,-1
"{0,1,2,3}",7,3212232,3,0,-1
"{0,1,2,3}",7,3212233,3,0,-2
"{0,1,2,3}",7,3212300,5,3,-1
"{0,1,2,3}",7,3212301,4,2,-1
"{0,1,2,3}",7,3212302,3,1,-1
"{0,1,2,3}",7,3212303,3,1,-1
"{0,1,2,3}",7,3212310,4,2,-1
"{0,1,2,3}",7,3212311,3,1,-1
"{0,1,2,3}",7,3212312,3,0,-1
"{0,1,2,3}",7,3212313,3,0,-1
"{0,1,2,3}",7,3212320,3,1,-1
"{0,1,2,3}",7,3212321,3,0,-1
"{0,1,2,3}",7,3212322,3,0,-1
"{0,1,2,3}",7,3212323,3,0,-2
"{0,1,2,3}",7,3212330,3,0,-2
"{0,1,2,3}",7,3212331,3,0,-2
"{0,1,2,3}",7,3212332,3,0,-2
"{0,1,2,3}",7,3212333,3,0,-3
"{0,1,2,3}",7,3213000,7,5,-1
"{0,1,2,3}",7,3213001,6,4,-1
"{0,1,2,3}",7,3213002,5,3,-1
"{0,1,2,3}",7,3213003,5,3,-1
"{0,1,2,3}",7,3213010,6,4,-1
"{0,1,2,3}",7,3213011,5,3,-1
"{0,1,2,3}",7,3213012,4,2,-1
"{0,1,2,3}",7,3213013,4,2,-1
"{0,1,2,3}",7,3213020,5,3,-1
"{0,1,2,3}",7,3213021,4,2,-1
"{0,1,2,3}",7,3213022,4,1,-1
"{0,1,2,3}",7,3213023,4,1,-1
"{0,1,2,3}",7,3213030,4,2,-1
"{0,1,2,3}",7,3213031,4,1,-1
"{0,1,2,3}",7,3213032,3,1,-1
"{0,1,2,3}",7,3213033,3,1,-1
"{0,1,2,3}",7,3213100,6,4,-1
"{0,1,2,3}",7,3213101,5,3,-1
"{0,1,2,3}",7,3213102,4,2,-1
"{0,1,2,3}",7,3213103,4,2,-1
"{0,1,2,3}",7,3213110,5,3,-1
"{0,1,2,3}",7,3213111,4,2,-1
"{0,1,2,3}",7,3213112,3,1,-1
"{0,1,2,3}",7,3213113,3,1,-1
"{0,1,2,3}",7,3213120,4,2,-1
"{0,1,2,3}",7,3213121,3,1,-1
"{0,1,2,3}",7,3213122,3,0,-1
"{0,1,2,3}",7,3213123,3,0,-1
"{0,1,2,3}",7,3213130,3,1,-1
"{0,1,2,3}",7,3213131,3,0,-1
"{0,1,2,3}",7,3213132,3,0,-1
"{0,1,2,3}",7,3213133,3,0,-2
"{0,1,2,3}",7,3213200,5,3,-1
"{0,1,2,3}",7,3213201,4,2,-1
"{0,1,2,3}",7,3213202,3,1,-1
"{0,1,2,3}",7,3213203,3,1,-1
"{0,1,2,3}",7,3213210,4,2,-1
"{0,1,2,3}",7,3213211,3,1,-1
"{0,1,2,3}",7,3213212,3,0,-1
"{0,1,2,3}",7,3213213,3,0,-1
"{0,1,2,3}",7,3213220,3,1,-1
"{0,1,2,3}",7,3213221,3,0,-1
"{0,1,2,3}",7,3213222,3,0,-1
"{0,1,2,3}",7,3213223,3,0,-2
"{0,1,2,3}",7,3213230,3,0,-2
"{0,1,2,3}",7,3213231,3,0,-2
"{0,1,2,3}",7,3213232,3,0,-2
"{0,1,2,3}",7,3213233,3,0,-3
"{0,1,2,3}",7,3213300,4,2,-2
"{0,1,2,3}",7,3213301,3,1,-2
"{0,1,2,3}",7,3213302,3,0,-2
"{0,1,2,3}",7,3213303,3,0,-2
"{0,1,2,3}",7,3213310,3,1,-2
"{0,1,2,3}",7,3213311,3,0,-2
"{0,1,2,3}",7,3213312,3,0,-2
"{0,1,2,3}",7,3213313,3,0,-2
"{0,1,2,3}",7,3213320,3,0,-2
"{0,1,2,3}",7,3213321,3,0,-2
"{0,1,2,3}",7,3213322,3,0,-2
"{0,1,2,3}",7,3213323,3,0,-3
"{0,1,2,3}",7,3213330,3,0,-3
"{0,1,2,3}",7,3213331,3,0,-3
"{0,1,2,3}",7,3213332,3,0,-3
"{0,1,2,3}",7,3213333,3,0,-4
"{0,1,2,3}",7,3220000,9,7,-1
"{0,1,2,3}",7,3220001,8,6,-1
"{0,1,2,3}",7,3220002,7,5,-1
"{0,1,2,3}",7,3220003,7,5,-1
"{0,1,2,3}",7,3220010,8,6,-1
"{0,1,2,3}",7,3220011,7,5,-1
"{0,1,2,3}",7,3220012,6,4,-1
"{0,1,2,3}",7,3220013,6,4,-1
"{0,1,2,3}",7,3220020,7,5,-1
"{0,1,2,3}",7,3220021,6,4,-1
"{0,1,2,3}",7,3220022,6,3,-1
"{0,1,2,3}",7,3220023,6,3,-1
"{0,1,2,3}",7,3220030,6,4,-1
"{0,1,2,3}",7,3220031,6,3,-1
"{0,1,2,3}",7,3220032,5,3,-1
"{0,1,2,3}",7,3220033,5,3,-1
"{0,1,2,3}",7,3220100,8,6,-1
"{0,1,2,3}",7,3220101,7,5,-1
"{0,1,2,3}",7,3220102,6,4,-1
"{0,1,2,3}",7,3220103,6,4,-1
"{0,1,2,3}",7,3220110,7,5,-1
"{0,1,2,3}",7,3220111,6,4,-1
"{0,1,2,3}",7,3220112,5,3,-1
"{0,1,2,3}",7,3220113,5,3,-1
"{0,1,2,3}",7,3220120,6,4,-1
"{0,1,2,3}",7,3220121,5,3,-1
"{0,1,2,3}",7,3220122,5,2,-1
"{0,1,2,3}",7,3220123,5,2,-1
"{0,1,2,3}",7,3220130,5,3,-1
"{0,1,2,3}",7,3220131,5,2,-1
"{0,1,2,3}",7,3220132,4,2,-1
"{0,1,2,3}",7,3220133,4,2,-1
"{0,1,2,3}",7,3220200,7,5,-1
"{0,1,2,3}",7,3220201,6,4,-1
"{0,1,2,3}",7,3220202,5,3,-1
"{0,1,2,3}",7,3220203,5,3,-1
"{0,1,2,3}",7,3220210,6,4,-1
"{0,1,2,3}",7,3220211,5,3,-1
"{0,1,2,3}",7,3220212,4,2,-1
"{0,1,2,3}",7,3220213,4,2,-1
"{0,1,2,3}",7,3220220,5,3,-1
"{0,1,2,3}",7,3220221,4,2,-1
"{0,1,2,3}",7,3220222,4,1,-1
"{0,1,2,3}",7,3220223,4,1,-1
"{0,1,2,3}",7,3220230,4,2,-1
"{0,1,2,3}",7,3220231,4,1,-1
"{0,1,2,3}",7,3220232,3,1,-1
"{0,1,2,3}",7,3220233,3,1,-1
"{0,1,2,3}",7,3220300,6,4,-1
"{0,1,2,3}",7,3220301,5,3,-1
"{0,1,2,3}",7,3220302,4,2,-1
"{0,1,2,3}",7,3220303,4,2,-1
"{0,1,2,3}",7,3220310,5,3,-1
"{0,1,2,3}",7,3220311,4,2,-1
"{0,1,2,3}",7,3220312,3,1,-1
"{0,1,2,3}",7,3220313,3,1,-1
"{0,1,2,3}",7,3220320,4,2,-1
"{0,1,2,3}",7,3220321,3,1,-1
"{0,1,2,3}",7,3220322,3,1,-1
"{0,1,2,3}",7,3220323,3,1,-1
"{0,1,2,3}",7,3220330,3,1,-1
"{0,1,2,3}",7,3220331,3,1,-1
"{0,1,2,3}",7,3220332,3,1,-1
"{0,1,2,3}",7,3220333,3,1,-2
"{0,1,2,3}",7,3221000,8,6,-1
"{0,1,2,3}",7,3221001,7,5,-1
"{0,1,2,3}",7,3221002,6,4,-1
"{0,1,2,3}",7,3221003,6,4,-1
"{0,1,2,3}",7,3221010,7,5,-1
"{0,1,2,3}",7,3221011,6,4,-1
"{0,1,2,3}",7,3221012,5,3,-1
"{0,1,2,3}",7,3221013,5,3,-1
"{0,1,2,3}",7,3221020,6,4,-1
"{0,1,2,3}",7,3221021,5,3,-1
"{0,1,2,3}",7,3221022,5,2,-1
"{0,1,2,3}",7,3221023,5,2,-1
"{0,1,2,3}",7,3221030,5,3,-1
"{0,1,2,3}",7,3221031,5,2,-1
"{0,1,2,3}",7,3221032,4,2,-1
"{0,1,2,3}",7,3221033,4,2,-1
"{0,1,2,3}",7,3221100,7,5,-1
"{0,1,2,3}",7,3221101,6,4,-1
"{0,1,2,3}",7,3221102,5,3,-1
"{0,1,2,3}",7,3221103,5,3,-1
"{0,1,2,3}",7,3221110,6,4,-1
"{0,1,2,3}",7,3221111,5,3,-1
"{0,1,2,3}",7,3221112,4,2,-1
"{0,1,2,3}",7,3221113,4,2,-1
"{0,1,2,3}",7,3221120,5,3,-1
"{0,1,2,3}",7,3221121,4,2,-1
"{0,1,2,3}",7,3221122,4,1,-1
"{0,1,2,3}",7,3221123,4,1,-1
"{0,1,2,3}",7,3221130,4,2,-1
"{0,1,2,3}",7,3221131,4,1,-1
"{0,1,2,3}",7,3221132,3,1,-1
"{0,1,2,3}",7,3221133,3,1,-1
"{0,1,2,3}",7,3221200,6,4,-1
"{0,1,2,3}",7,3221201,5,3,-1
"{0,1,2,3}",7,3221202,4,2,-1
"{0,1,2,3}",7,3221203,4,2,-1
"{0,1,2,3}",7,3221210,5,3,-1
"{0,1,2,3}",7,3221211,4,2,-1
"{0,1,2,3}",7,3221212,3,1,-1
"{0,1,2,3}",7,3221213,3,1,-1
"{0,1,2,3}",7,3221220,4,2,-1
"{0,1,2,3}",7,3221221,3,1,-1
"{0,1,2,3}",7,3221222,3,0,-1
"{0,1,2,3}",7,3221223,3,0,-1
"{0,1,2,3}",7,3221230,3,1,-1
"{0,1,2,3}",7,3221231,3,0,-1
"{0,1,2,3}",7,3221232,2,0,-1
"{0,1,2,3}",7,3221233,2,0,-2
"{0,1,2,3}",7,3221300,5,3,-1
"{0,1,2,3}",7,3221301,4,2,-1
"{0,1,2,3}",7,3221302,3,1,-1
"{0,1,2,3}",7,3221303,3,1,-1
"{0,1,2,3}",7,3221310,4,2,-1
"{0,1,2,3}",7,3221311,3,1,-1
"{0,1,2,3}",7,3221312,2,0,-1
"{0,1,2,3}",7,3221313,2,0,-1
"{0,1,2,3}",7,3221320,3,1,-1
"{0,1,2,3}",7,3221321,2,0,-1
"{0,1,2,3}",7,3221322,2,0,-1
"{0,1,2,3}",7,3221323,2,0,-2
"{0,1,2,3}",7,3221330,2,0,-2
"{0,1,2,3}",7,3221331,2,0,-2
"{0,1,2,3}",7,3221332,2,0,-2
"{0,1,2,3}",7,3221333,2,0,-3
"{0,1,2,3}",7,3222000,7,5,-1
"{0,1,2,3}",7,3222001,6,4,-1
"{0,1,2,3}",7,3222002,5,3,-1
"{0,1,2,3}",7,3222003,5,3,-1
"{0,1,2,3}",7,3222010,6,4,-1
"{0,1,2,3}",7,3222011,5,3,-1
"{0,1,2,3}",7,3222012,4,2,-1
"{0,1,2,3}",7,3222013,4,2,-1
"{0,1,2,3}",7,3222020,5,3,-1
"{0,1,2,3}",7,3222021,4,2,-1
"{0,1,2,3}",7,3222022,4,1,-1
"{0,1,2,3}",7,3222023,4,1,-1
"{0,1,2,3}",7,3222030,4,2,-1
"{0,1,2,3}",7,3222031,4,1,-1
"{0,1,2,3}",7,3222032,3,1,-1
"{0,1,2,3}",7,3222033,3,1,-1
"{0,1,2,3}",7,3222100,6,4,-1
"{0,1,2,3}",7,3222101,5,3,-1
"{0,1,2,3}",7,3222102,4,2,-1
"{0,1,2,3}",7,3222103,4,2,-1
"{0,1,2,3}",7,3222110,5,3,-1
"{0,1,2,3}",7,3222111,4,2,-1
"{0,1,2,3}",7,3222112,3,1,-1
"{0,1,2,3}",7,3222113,3,1,-1
"{0,1,2,3}",7,3222120,4,2,-1
"{0,1,2,3}",7,3222121,3,1,-1
"{0,1,2,3}",7,3222122,3,0,-1
"{0,1,2,3}",7,3222123,3,0,-1
"{0,1,2,3}",7,3222130,3,1,-1
"{0,1,2,3}",7,3222131,3,0,-1
"{0,1,2,3}",7,3222132,2,0,-1
"{0,1,2,3}",7,3222133,2,0,-2
"{0,1,2,3}",7,3222200,5,3,-1
"{0,1,2,3}",7,3222201,4,2,-1
"{0,1,2,3}",7,3222202,3,1,-1
"{0,1,2,3}",7,3222203,3,1,-1
"{0,1,2,3}",7,3222210,4,2,-1
"{0,1,2,3}",7,3222211,3,1,-1
"{0,1,2,3}",7,3222212,2,0,-1
"{0,1,2,3}",7,3222213,2,0,-1
"{0,1,2,3}",7,3222220,3,1,-1
"{0,1,2,3}",7,3222221,2,0,-1
"{0,1,2,3}",7,3222222,2,0,-1
"{0,1,2,3}",7,3222223,2,0,-2
"{0,1,2,3}",7,3222230,2,0,-2
"{0,1,2,3}",7,3222231,2,0,-2
"{0,1,2,3}",7,3222232,2,0,-2
"{0,1,2,3}",7,3222233,2,0,-3
"{0,1,2,3}",7,3222300,4,2,-2
"{0,1,2,3}",7,3222301,3,1,-2
"{0,1,2,3}",7,3222302,2,0,-2
"{0,1,2,3}",7,3222303,2,0,-2
"{0,1,2,3}",7,3222310,3,1,-2
"{0,1,2,3}",7,3222311,2,0,-2
"{0,1,2,3}",7,3222312,2,0,-2
"{0,1,2,3}",7,3222313,2,0,-2
"{0,1,2,3}",7,3222320,2,0,-2
"{0,1,2,3}",7,3222321,2,0,-2
"{0,1,2,3}",7,3222322,2,0,-2
"{0,1,2,3}",7,3222323,2,0,-3
"{0,1,2,3}",7,3222330,2,0,-3
"{0,1,2,3}",7,3222331,2,0,-3
"{0,1,2,3}",7,3222332,2,0,-3
"{0,1,2,3}",7,3222333,2,0,-4
"{0,1,2,3}",7,3223000,6,4,-2
"{0,1,2,3}",7,3223001,5,3,-2
"{0,1,2,3}",7,3223002,4,2,-2
"{0,1,2,3}",7,3223003,4,2,-2
"{0,1,2,3}",7,3223010,5,3,-2
"{0,1,2,3}",7,3223011,4,2,-2
"{0,1,2,3}",7,3223012,3,1,-2
"{0,1,2,3}",7,3223013,3,1,-2
"{0,1,2,3}",7,3223020,4,2,-2
"{0,1,2,3}",7,3223021,3,1,-2
"{0,1,2,3}",7,3223022,3,0,-2
"{0,1,2,3}",7,3223023,3,0,-2
"{0,1,2,3}",7,3223030,3,1,-2
"{0,1,2,3}",7,3223031,3,0,-2
"{0,1,2,3}",7,3223032,2,0,-2
"{0,1,2,3}",7,3223033,2,0,-2
"{0,1,2,3}",7,3223100,5,3,-2
"{0,1,2,3}",7,3223101,4,2,-2
"{0,1,2,3}",7,3223102,3,1,-2
"{0,1,2,3}",7,3223103,3,1,-2
"{0,1,2,3}",7,3223110,4,2,-2
"{0,1,2,3}",7,3223111,3,1,-2
"{0,1,2,3}",7,3223112,2,0,-2
"{0,1,2,3}",7,3223113,2,0,-2
"{0,1,2,3}",7,3223120,3,1,-2
"{0,1,2,3}",7,3223121,2,0,-2
"{0,1,2,3}",7,3223122,2,0,-2
"{0,1,2,3}",7,3223123,2,0,-2
"{0,1,2,3}",7,3223130,2,0,-2
"{0,1,2,3}",7,3223131,2,0,-2
"{0,1,2,3}",7,3223132,2,0,-2
"{0,1,2,3}",7,3223133,2,0,-3
"{0,1,2,3}",7,3223200,4,2,-2
"{0,1,2,3}",7,3223201,3,1,-2
"{0,1,2,3}",7,3223202,2,0,-2
"{0,1,2,3}",7,3223203,2,0,-2
"{0,1,2,3}",7,3223210,3,1,-2
"{0,1,2,3}",7,3223211,2,0,-2
"{0,1,2,3}",7,3223212,2,0,-2
"{0,1,2,3}",7,3223213,2,0,-2
"{0,1,2,3}",7,3223220,2,0,-2
"{0,1,2,3}",7,3223221,2,0,-2
"{0,1,2,3}",7,3223222,2,0,-2
"{0,1,2,3}",7,3223223,2,0,-3
"{0,1,2,3}",7,3223230,2,0,-3
"{0,1,2,3}",7,3223231,2,0,-3
"{0,1,2,3}",7,3223232,2,0,-3
"{0,1,2,3}",7,3223233,2,0,-4
"{0,1,2,3}",7,3223300,3,1,-3
"{0,1,2,3}",7,3223301,2,0,-3
"{0,1,2,3}",7,3223302,2,0,-3
"{0,1,2,3}",7,3223303,2,0,-3
"{0,1,2,3}",7,3223310,2,0,-3
"{0,1,2,3}",7,3223311,2,0,-3
"{0,1,2,3}",7,3223312,2,0,-3
"{0,1,2,3}",7,3223313,2,0,-3
"{0,1,2,3}",7,3223320,2,0,-3
"{0,1,2,3}",7,3223321,2,0,-3
"{0,1,2,3}",7,3223322,2,0,-3
"{0,1,2,3}",7,3223323,2,0,-4
"{0,1,2,3}",7,3223330,2,0,-4
"{0,1,2,3}",7,3223331,2,0,-4
"{0,1,2,3}",7,3223332,2,0,-4
"{0,1,2,3}",7,3223333,2,0,-5
"{0,1,2,3}",7,3230000,8,6,-2
"{0,1,2,3}",7,3230001,7,5,-2
"{0,1,2,3}",7,3230002,6,4,-2
"{0,1,2,3}",7,3230003,6,4,-2
"{0,1,2,3}",7,3230010,7,5,-2
"{0,1,2,3}",7,3230011,6,4,-2
"{0,1,2,3}",7,3230012,5,3,-2
"{0,1,2,3}",7,3230013,5,3,-2
"{0,1,2,3}",7,3230020,6,4,-2
"{0,1,2,3}",7,3230021,5,3,-2
"{0,1,2,3}",7,3230022,5,2,-2
"{0,1,2,3}",7,3230023,5,2,-2
"{0,1,2,3}",7,3230030,5,3,-2
"{0,1,2,3}",7,3230031,5,2,-2
"{0,1,2,3}",7,3230032,4,2,-2
"{0,1,2,3}",7,3230033,4,2,-2
"{0,1,2,3}",7,3230100,7,5,-2
"{0,1,2,3}",7,3230101,6,4,-2
"{0,1,2,3}",7,3230102,5,3,-2
"{0,1,2,3}",7,3230103,5,3,-2
"{0,1,2,3}",7,3230110,6,4,-2
"{0,1,2,3}",7,3230111,5,3,-2
"{0,1,2,3}",7,3230112,4,2,-2
"{0,1,2,3}",7,3230113,4,2,-2
"{0,1,2,3}",7,3230120,5,3,-2
"{0,1,2,3}",7,3230121,4,2,-2
"{0,1,2,3}",7,3230122,4,1,-2
"{0,1,2,3}",7,3230123,4,1,-2
"{0,1,2,3}",7,3230130,4,2,-2
"{0,1,2,3}",7,3230131,4,1,-2
"{0,1,2,3}",7,3230132,3,1,-2
"{0,1,2,3}",7,3230133,3,1,-2
"{0,1,2,3}",7,3230200,6,4,-2
"{0,1,2,3}",7,3230201,5,3,-2
"{0,1,2,3}",7,3230202,4,2,-2
"{0,1,2,3}",7,3230203,4,2,-2
"{0,1,2,3}",7,3230210,5,3,-2
"{0,1,2,3}",7,3230211,4,2,-2
"{0,1,2,3}",7,3230212,3,1,-2
"{0,1,2,3}",7,3230213,3,1,-2
"{0,1,2,3}",7,3230220,4,2,-2
"{0,1,2,3}",7,3230221,3,1,-2
"{0,1,2,3}",7,3230222,3,0,-2
"{0,1,2,3}",7,3230223,3,0,-2
"{0,1,2,3}",7,3230230,3,1,-2
"{0,1,2,3}",7,3230231,3,0,-2
"{0,1,2,3}",7,3230232,2,0,-2
"{0,1,2,3}",7,3230233,2,0,-2
"{0,1,2,3}",7,3230300,5,3,-2
"{0,1,2,3}",7,3230301,4,2,-2
"{0,1,2,3}",7,3230302,3,1,-2
"{0,1,2,3}",7,3230303,3,1,-2
"{0,1,2,3}",7,3230310,4,2,-2
"{0,1,2,3}",7,3230311,3,1,-2
"{0,1,2,3}",7,3230312,2,0,-2
"{0,1,2,3}",7,3230313,2,0,-2
"{0,1,2,3}",7,3230320,3,1,-2
"{0,1,2,3}",7,3230321,2,0,-2
"{0,1,2,3}",7,3230322,2,0,-2
"{0,1,2,3}",7,3230323,2,0,-2
"{0,1,2,3}",7,3230330,2,0,-2
"{0,1,2,3}",7,3230331,2,0,-2
"{0,1,2,3}",7,3230332,2,0,-2
"{0,1,2,3}",7,3230333,2,0,-3
"{0,1,2,3}",7,3231000,7,5,-2
"{0,1,2,3}",7,3231001,6,4,-2
"{0,1,2,3}",7,3231002,5,3,-2
"{0,1,2,3}",7,3231003,5,3,-2
"{0,1,2,3}",7,3231010,6,4,-2
"{0,1,2,3}",7,3231011,5,3,-2
"{0,1,2,3}",7,3231012,4,2,-2
"{0,1,2,3}",7,3231013,4,2,-2
"{0,1,2,3}",7,3231020,5,3,-2
"{0,1,2,3}",7,3231021,4,2,-2
"{0,1,2,3}",7,3231022,4,1,-2
"{0,1,2,3}",7,3231023,4,1,-2
"{0,1,2,3}",7,3231030,4,2,-2
"{0,1,2,3}",7,3231031,4,1,-2
"{0,1,2,3}",7,3231032,3,1,-2
"{0,1,2,3}",7,3231033,3,1,-2
"{0,1,2,3}",7,3231100,6,4,-2
"{0,1,2,3}",7,3231101,5,3,-2
"{0,1,2,3}",7,3231102,4,2,-2
"{0,1,2,3}",7,3231103,4,2,-2
"{0,1,2,3}",7,3231110,5,3,-2
"{0,1,2,3}",7,3231111,4,2,-2
